VID,EID,ASF,STWMV,STPPT,STSLIDES,SLID,SLWMV,SLTN,SLSLIDES,SLPPT,EVTID,Event,Title,Speakers
0771,0109,0771_w.asf,, , ,771,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,The Power of Microsoft Dynamics CRM 4.0 for Customer Choice,"Brad Wilson, Bryan Nielson"
0772,0109,0772_w.asf,, , ,772,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Integrated Innovation with Microsoft Platform,"Jonathan Perera, Mike Ehrenberg"
0773,0109,0773_w.asf,, , ,773,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Microsoft Dynamics CRM 4.0: What's New,"Bryan Nielson, Jon Bell"
0774,0109,0774a_w.asf,, , ,774,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Microsoft Dynamics NAV: The Value of Upgrading ,"Niels Nybo Jensen, Karina Nielsen"
0775,0109,0775_w.asf,, , ,775,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Keynote: Our Commitment to Your Success,Kirill Tatarinov
0776,0109,0776_w.asf,, , ,776,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Enabling Service Oriented Architecture with Microsoft Dynamics AX,"Michael Merz, Alex Renz"
0777,0109,0777_w.asf,, , ,777,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Using Microsoft Technologies with Microsoft Dynamics AX,Arvid Nielsen
0778,0109,0778_w.asf,, , ,778,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Tips and Tricks to Get the Most Out of Microsoft Office Outlook 2007,Mor Hezi
0779,0109,0779_w.asf,, , ,779,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Microsoft Dynamics NAV on Microsoft SQL Server: Optimizing Performance ,Hynek Muhlbacher
0780,0109,0780_w.asf,, , ,780,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Demystifying Software + Services: A Powerful Combination to Grow Your Business ,Julio de Villasante Guzman
0781,0109,0781_w.asf,, , ,781,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,RFID and EDI in BizTalk Server 2006 R2: What's New and What it Means for You,Maureen Hughes
0782,0109,0782_w.asf,, , ,782,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Introduction to SharePoint,Bob Sutton
0783,0109,0783_w.asf,, , ,783,high,✅,✅,✅,86,Convergence 2007 - Copenhagen,Microsoft Dynamics CRM: Architecting for the Enterprise,Klaus Bürg
0784,,,,,,784,,,,,,,,
0785,0110,0785a_w.asf,, , ,785,high,✅,✅,✅,92,Croatia Security Days 2007,,
0786,0110,0786a_w.asf,, , ,786,high,✅,✅,✅,92,Croatia Security Days 2007,,
0787,0110,0787a_w.asf,, , ,787,high,✅,✅,✅,92,Croatia Security Days 2007,,
0788,0110,0788a_w.asf,, , ,788,high,✅,✅,✅,92,Croatia Security Days 2007,,
0789,0110,0789a_w.asf,, , ,789,high,✅,✅,✅,92,Croatia Security Days 2007,,
0790,0110,0790a_w.asf,, , ,790,high,✅,✅,✅,92,Croatia Security Days 2007,,
0791,0110,0791a_w.asf,, , ,791,high,✅,✅,✅,92,Croatia Security Days 2007,,
0792,0110,0792a_w.asf,, , ,792,high,✅,✅,✅,92,Croatia Security Days 2007,,
0793,0110,0793_w.asf,, , ,793,high,✅,✅,✅,92,Croatia Security Days 2007,,
0794,0110,0794a_w.asf,, , ,794,high,✅,✅,✅,92,Croatia Security Days 2007,,
0795,0110,0795c_w.asf,, , ,795,high,✅,✅,✅,92,Croatia Security Days 2007,,
0796,0110,0796a_w.asf,, , ,796,high,✅,✅,✅,92,Croatia Security Days 2007,,
0797,0110,0797a_w.asf,, , ,797,high,✅,✅,✅,92,Croatia Security Days 2007,,
0798,0110,0798a_w.asf,, , ,798,high,✅,✅,✅,92,Croatia Security Days 2007,,
0799,0110,0799a_w.asf,, , ,799,high,✅,✅,✅,92,Croatia Security Days 2007,,
0800,0110,0800a_w.asf,, , ,800,high,✅,✅,✅,92,Croatia Security Days 2007,,
0801,0111,0801_w.asf,,✅, ,801,high,✅,✅,✅,88,Windows Server 2008 Summit,,
0802,0111,0802_w.asf,,✅, ,802,high,✅,✅,✅,88,Windows Server 2008 Summit,,
0803,0111,0803_w.asf,,✅, ,803,high,✅,✅,✅,88,Windows Server 2008 Summit,,
0804,0111,0804_w.asf,,✅, ,804,high,✅,✅,✅,88,Windows Server 2008 Summit,,
0805,,,, , ,805,low, , , ,95,IT-HerOlympics,,
0806,,,, , ,806,high,✅,✅,✅,89,TechNet Live,,
0807,,,, , ,807,high,✅,✅,✅,89,TechNet Live,,
0808,,,, , ,808,high,✅,✅,✅,89,TechNet Live,,
0809,,,, , ,809,high,✅,✅,✅,89,TechNet Live,,
0810,,,, , ,810,high,✅,✅,✅,89,TechNet Live,,
0811,,,, , ,811,high,✅,✅,✅,89,TechNet Live,,
0812,0113,0812_w.asf,, , ,812,high,✅,✅,✅,90,Microsoft Innovation Center Athens Launch,Building and Managing the Magic: The SOA Platform of the Future,Ron Jacobs
0813,0113,0813_w.asf,, , ,813,high,✅,✅,✅,90,Microsoft Innovation Center Athens Launch,The Magic of Software,Bill Gates
0814,0099,0814_w.asf,, , ,814,,,,,77,Documentaries,Microsoft Spotlight + British Airway,
0815,0114,0815_w.asf,, , ,815,high,✅,✅, ,91,Springboard Live! Virtual Roundtable,Still Undecided about Windows Vista?,Mark Russinovich
0816,,,, , ,816,high,✅,✅,✅,93,Virtualizace 360,,
0817,,,, , ,817,high,✅,✅,✅,93,Virtualizace 360,,
0818,,,, , ,818,high,✅,✅,✅,93,Virtualizace 360,,
0819,,,, , ,819,high,✅,✅,✅,93,Virtualizace 360,,
0820,,,, , ,820,high,✅,✅,✅,93,Virtualizace 360,,
0821,,,, , ,821,high,✅,✅,✅,94,Technologický Launch,821_Keynote_Lukesx,
0822,,,, , ,822,high,✅,✅,✅,94,Technologický Launch,822_SQL08_Jurekx,
0823,,,, , ,823,high,✅,✅,✅,94,Technologický Launch,823_WS08_Florian_Pavlisx,
0824,,,, , ,824,high,✅,✅,✅,95,IT-HerOlympics,,
0825,,,, , ,825,high,✅,✅,✅,95,IT-HerOlympics,,
0826,,,, , ,826,high,✅,✅,✅,95,IT-HerOlympics,,
0827,,,, , ,827,high,✅,✅,✅,95,IT-HerOlympics,,
0828,,,, , ,828,high,✅,✅,✅,95,IT-HerOlympics,,
0829,,,, , ,829,high,✅,✅,✅,95,IT-HerOlympics,,
0830,,,, , ,830,high,✅,✅,✅,95,IT-HerOlympics,,
0831,,,, , ,831,high,✅,✅,✅,95,IT-HerOlympics,,
0832,,,, , ,832,high,✅,✅, ,95,IT-HerOlympics,,
0833,,,, , ,833,high,✅,✅,✅,95,IT-HerOlympics,,
0834,0118,0834_w.asf,, , ,834,high,✅,✅,✅,96,Building a Security Infrastructure with Microsoft Forefront,,
0835,0118,0835_w.asf,, , ,835,high,✅,✅,✅,96,Building a Security Infrastructure with Microsoft Forefront,,
0836,0118,0836c_w.asf,, , ,836,high,✅,✅,✅,96,Building a Security Infrastructure with Microsoft Forefront,,
0837,0118,0837_w.asf,, , ,837,high,✅,✅,✅,96,Building a Security Infrastructure with Microsoft Forefront,,
0838,0118,0838a_w.asf,, , ,838,high,✅,✅,✅,96,Building a Security Infrastructure with Microsoft Forefront,,
0839,0119,0839a_w.asf,, , ,839,high,✅,✅,✅,97,TechDays 2008,DAT102_DAT_102_Presentation_generale_de_SQL_Server_2008_V1_0x,
0840,0119,0840a_w.asf,, , ,840,high,✅,✅,✅,97,TechDays 2008,DEC104_TechDays_2008_Decouverte_d_Analysis_Services_2008x,
0841,0119,0841a_w.asf,, , ,841,high,✅,✅,✅,97,TechDays 2008,DEC206_TechDays_2008_Reporting_Services_2008x,
0842,0119,0842a_w.asf,, , ,842,high,✅,✅,✅,97,TechDays 2008,INF201_INF_201_Strategies_d_administration_locale_et_distante_avec_Windows_Server_2008_outils_et_configurationx,
0843,0119,0843a_w.asf,, , ,843,high,✅,✅,✅,97,TechDays 2008,INF205_Clusterx,
0844,0119,0844a_w.asf,, , ,844,high,✅,✅,✅,97,TechDays 2008,INF216_IIS_7_0_Clean_laurenbox,
0845,0119,0845a_w.asf,, , ,845,high,✅,✅, ,97,TechDays 2008,,
0846,0119,0846a_w.asf,, , ,846,high,✅,✅, ,97,TechDays 2008,,
0847,0119,0847a_w.asf,, , ,847,high,✅,✅, ,97,TechDays 2008,,
0848,0119,0848a_w.asf,, , ,848,high,✅,✅, ,97,TechDays 2008,,
0849,0119,0849a_w.asf,, , ,849,high,✅,✅,✅,97,TechDays 2008,LAN111_Team_System_2008x,
0850,0119,0850a_w.asf,, , ,850,high,✅,✅,✅,97,TechDays 2008,LAN303_Visual_Studio_2008x,
0851,0119,0851a_w.asf,, , ,851,high,✅,✅,✅,97,TechDays 2008,Noyau Windows Server 2008x,
0852,0119,0852a_w.asf,, , ,852,high,✅,✅,✅,97,TechDays 2008,VIR201_VIR_201_Virtualisation_de_serveurs_avec_Windows_Server_2008_Hyper_Vx,
0853,0119,0853a_w.asf,, , ,853,high,✅,✅,✅,97,TechDays 2008,WEB106_Cyril_Decouverte_Silverlight_Techdays08x,
0854,0119,0854a_w.asf,, , ,854,high,✅,✅,✅,97,TechDays 2008,WEB210_presentation_afup,
0855,0119,0855a_w.asf,, , ,855,high,✅,✅,✅,97,TechDays 2008,WEB301_Web301x,
0856,0120,0856_w.asf,, , ,856,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,Eric Rudder
0857,0120,0857_w.asf,, , ,857,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0858,0120,0858_w.asf,, , ,858,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0859,0120,0859_w.asf,, , ,859,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0860,0120,0860_w.asf,, , ,860,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0861,0120,0861_w.asf,, , ,861,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0862,0120,0862a_w.asf,, , ,862,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0863,0120,0863_w.asf,, , ,863,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0864,0120,0864_w.asf,, , ,864,high,✅,✅,✅,98,Heroes Happen Here Launch 2008 Greece,,
0865,0121,0865_w.asf,, , ,865,high,✅,✅,✅,99,Data Mining and Business Intelligence for Enterprises,,
0866,0121,0866_w.asf,, , ,866,high,✅,✅,✅,99,Data Mining and Business Intelligence for Enterprises,,
0867,0121,0867a_w.asf,, , ,867,high,✅,✅,✅,99,Data Mining and Business Intelligence for Enterprises,,
0868,0121,0868_w.asf,, , ,868,high,✅,✅,✅,99,Data Mining and Business Intelligence for Enterprises,,
0869,0122,0869_w.asf,, , ,869,high,✅,✅,✅,100,NT Konferenca 2008,,
0870,0122,0870_w.asf,, , ,870,high,✅,✅,✅,100,NT Konferenca 2008,,
0871,0122,0871_w.asf,, , ,871,high,✅,✅,✅,100,NT Konferenca 2008,,
0872,0122,0872_w.asf,, , ,872,high,✅,✅,✅,100,NT Konferenca 2008,,
0873,0122,0873_w.asf,, , ,873,high,✅,✅,✅,100,NT Konferenca 2008,,
0874,0122,0874_w.asf,, , ,874,high,✅,✅,✅,100,NT Konferenca 2008,,
0875,0122,0875a_w.asf,, , ,875,high,✅,✅,✅,100,NT Konferenca 2008,,
0876,0122,0876_w.asf,, , ,876,high,✅,✅,✅,100,NT Konferenca 2008,,
0877,0122,0877_w.asf,, , ,877,high,✅,✅,✅,100,NT Konferenca 2008,,
0878,0122,0878_w.asf,, , ,878,high,✅,✅,✅,100,NT Konferenca 2008,,
0879,0122,0879_w.asf,, , ,879,high,✅,✅,✅,100,NT Konferenca 2008,,
0880,0122,0880_w.asf,, , ,880,high,✅,✅,✅,100,NT Konferenca 2008,,
0881,0123,0881_w.asf,, , ,881,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Keynote: Dynamic IT and the 2008 Launch Wave,"Chris Sakolosky, Jon Roskill"
0882,0123,0882_w.asf,, , ,882,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,What's New in Windows Server 2008,John Weston
0883,0123,0883_w.asf,, , ,883,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Virtualization and Your Infrastructure,John Weston
0884,0123,0884_w.asf,, , ,884,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Securing Your IT Infrastructure with Windows Server 2008,John Weston
0885,0123,0885_w.asf,, , ,885,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Exploring Windows Server 2008 Web and Application Technologies,John Weston
0886,0123,0886_w.asf,, , ,886,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,"Enabling Dynamic IT and Optimizing Your Infrastructure, Processes and People ",Stephanie Doakes
0887,0123,0887_w.asf,, , ,887,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Optimizing Your IT Infrastructure with Windows Server 2008,Stephanie Doakes
0888,0123,0888_w.asf,, , ,888,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,The Application Platform: Where IT Meets Business,Stephanie Doakes
0889,,,,,,889,,,,,,,,
0890,,,,,,890,,,,,,,,
0891,,,,,,891,,,,,,,,
0892,0123,0892_w.asf,, , ,892,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Mission Critical Applications on SQL Server 2008,Sri Sridharan
0893,0123,0893_w.asf,, , ,893,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Simplify Management of Your Data Infrastructure,Sri Sridharan
0894,0123,0894_w.asf,, , ,894,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Exploring Business Intelligence and SQL Server 2008,Brad Nelson
0895,0123,0895_w.asf,, , ,895,,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Next Generation Data Applications,Johnathan Swartz
0896,0123,0896_w.asf,, , ,896,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Breaking Through Software Development Challenges with Visual Studio 2008,Chris Koenig
0897,0123,0897_w.asf,, , ,897,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Reach End-Users with Next Generation Web Applications,Chris Koenig
0898,0123,0898_w.asf,, , ,898,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Visual Studio 2008 and Microsoft Office System,Zain Naboulsi
0899,0123,0899_w.asf,, , ,899,high,✅,✅,✅,101,Heroes Happen Here - US Premier Launch Dallas,Defy Occationally-Connected Challenges with Smart Client Applications,Zain Naboulsi
0900,,,, , ,900,high,✅,✅,✅,102,DevDays Netherlands 2008,"Keynote: Why Software Sucks, and What You Can Do About It",David Platt
0901,,,, ,✅,901,high,✅,✅,✅,102,DevDays Netherlands 2008,Introduction to Silverlight 2.0,Daniel Moth
0902,,,, ,✅,902,high,✅,✅,✅,102,DevDays Netherlands 2008,Understanding the ADO.NET Entity Framework,Mike Taulty
0903,,,, ,✅,903,high,✅,✅,✅,102,DevDays Netherlands 2008,WCF and WF: Integrating Two Key Technologies of .NET 3.5,Ingo Rammer
0904,,,, ,✅,904,high,✅,✅,✅,102,DevDays Netherlands 2008,Five Cool Things to Know and Use for Smart Client Development,Daniel Moth
0905,,,, ,✅,905,high,✅,✅,✅,105,Geek Night Netherlands 2008,The Microsoft Strategy Secret: Enabling Non-Professional Developers,Dan Fernandez
0906,,,, , ,906,high, , , ,105,Geek Night Netherlands 2008,Geek Night Supershow,"Donald Hessing, Niels Tanis, Reinhard Brongers"
0907,,,, ,✅,907,high,✅,✅,✅,105,Geek Night Netherlands 2008,Game Development with XNA Game Studio 2.0,Rob Miles
0908,,,, ,✅,908,high,✅,✅,✅,102,DevDays Netherlands 2008,Data Protection with .NET Frame-work 3.5 and Cryptography Next Generation,Rafal Lukawiecki
0909,,,, , ,909,high,✅,✅,✅,102,DevDays Netherlands 2008,Instrumentation for Tracking User Experiences,David Platt
0910,,,, ,✅,910,high,✅,✅,✅,102,DevDays Netherlands 2008,Understanding ADO.NET Data Services,Mike Taulty
0911,,,, ,✅,911,high,✅,✅,✅,102,DevDays Netherlands 2008,Build More Intelligent Applications Using Data Mining,Rafal Lukawiecki
0912,,,, ,✅,912,high,✅,✅,✅,102,DevDays Netherlands 2008,Leveraging C#3.0 and LINQ (Best Practice),Krishnan Subramanian
0913,,,, ,✅,913,high,✅,✅,✅,102,DevDays Netherlands 2008,Advanced Debugging with Visual Studio,Ingo Rammer
0914,,,, ,✅,914,high,✅,✅,✅,102,DevDays Netherlands 2008,Building a Silverlight Application - End to End,Peter Himschoot
0915,,,,,,915,,,,,,,,
0916,,,, ,✅,916,high,✅,✅,✅,102,DevDays Netherlands 2008,WCF on the Web: Using REST and JSON with WCF,Peter Himschoot
0917,,,, ,✅,917,high,✅,✅,✅,102,DevDays Netherlands 2008,A Tour of LINQ to XML,Mike Taulty
0918,,,, ,✅,918,high,✅,✅,✅,102,DevDays Netherlands 2008,Introduction to Popfly,Dan Fernandez
0919,,,, ,✅,919,high,✅,✅,✅,102,DevDays Netherlands 2008,Smile You're on FaceBook,Ron Tolido
0920,,,, ,✅,920,high,✅,✅,✅,102,DevDays Netherlands 2008,Parallel Extensions to the .NET Framework,Daniel Moth
0921,,,, ,✅,921,high,✅,✅,✅,102,DevDays Netherlands 2008,Advanced Web Part Development,Jan Tielens
0922,,,, ,✅,922,high,✅,✅,✅,102,DevDays Netherlands 2008,19 Deadly Sins of Software Security,Steve Riley
0923,,,, , ,923,high,✅,✅,✅,102,DevDays Netherlands 2008,Embedded Development,Rob Miles
0924,,,, ,✅,924,high,✅,✅,✅,102,DevDays Netherlands 2008,Building a Distributed Solution with WCF and WF: In Action,Christian Weyer
0925,,,, , ,925,high,✅,✅,✅,102,DevDays Netherlands 2008,New Enterprise Search Technologies,Patrick Tisseghem
0926,,,, ,✅,926,high,✅,✅,✅,102,DevDays Netherlands 2008,Custom Controls in WPF,Mark Miller
0927,,,, ,✅,927,high,✅,✅,✅,102,DevDays Netherlands 2008,Is LINQ to SQL Your Data Access Layer?,Anko Duizer
0928,,,, ,✅,928,high,✅,✅,✅,102,DevDays Netherlands 2008,How to Make Your Apps Run Under Windows Vista,Neno Loje
0929,,,, ,✅,929,high,✅,✅,✅,102,DevDays Netherlands 2008,Windows Presentation Foundation Internals,Mark Miller
0930,,,, ,✅,930,high,✅,✅,✅,102,DevDays Netherlands 2008,Dynamic Languages and Silverlight,Harry Pierson
0931,,,, ,✅,931,high,✅,✅,✅,102,DevDays Netherlands 2008,Connect Your WCF Services with the Internet Service Bus,Christian Weyer
0932,,,, ,✅,932,high,✅,✅,✅,102,DevDays Netherlands 2008,"Model Driven Development, Smart Use Cases, Domain Objects and Silverlight",Sander Hoogendoorn
0933,,,, ,✅,933,high,✅,✅,✅,102,DevDays Netherlands 2008,Sync Framework,Martijn Beenes
0934,,,, ,✅,934,high,✅,✅,✅,102,DevDays Netherlands 2008,VSX: Extend Your Visual Studio,"Jean-Marc Prieur, James K. Lau "
0935,,,, ,✅,935,high,,✅,✅,105,Geek Night Netherlands 2008,Flight Simulator Secrets Exposed: The Microsoft ESP Visual Simulation Platform,Arno Gerretsen
0936,,,, , ,936,high,✅,✅,✅,105,Geek Night Netherlands 2008,Microsoft Robotics Developer Studio 2.0: The Making of Woody,Erik Oppedijk
0937,,,, ,✅,937,high, ,✅,✅,105,Geek Night Netherlands 2008,Buiding a GPS Tracker for a Rocket,Leon Kachner
0938,,,, ,✅,938,high,✅,✅,✅,102,DevDays Netherlands 2008,My First Windows Mobile Application,Maarten Struys
0939,,,, ,✅,939,high,✅,✅,✅,102,DevDays Netherlands 2008,Advanced ClickOnce Deployment,Neno Loje
0940,,,, ,✅,940,high,✅,✅,✅,102,DevDays Netherlands 2008,Iron Python and Dynamic Languages,Harry Pierson
0941,,,, ,✅,941,high,✅,✅,✅,102,DevDays Netherlands 2008,Advanced Windows Mobile Development,Maarten Struys
0942,,,, ,✅,942,high,✅,✅,✅,102,DevDays Netherlands 2008,How Does Volta Change the Game,Mats Helander
0943,,,, , ,943,high,✅,✅,✅,102,DevDays Netherlands 2008,What's New in Visual Studio Team System 2008,Marcel de Vries
0944,,,, ,✅,944,high,✅,✅,✅,102,DevDays Netherlands 2008,Building RIAs for WSS 3.0 and MOSS 2007,Patrick Tisseghem
0945,,,, ,✅,945,high,✅,✅,✅,102,DevDays Netherlands 2008,Developing for CRM 4.0: Beyond the Obvious,Bas van Atteveldt
0946,,,, ,✅,946,high,✅,✅,✅,102,DevDays Netherlands 2008,"Integratie met WCF, WF en Dynamics CRM 4.0","Arthur van Adrichem, Steven Brom "
0947,,,, ,✅,947,high,✅,✅,✅,102,DevDays Netherlands 2008,What's New (and Cool) for Developers in SQL Server 2008,Peter ter Braake
0948,,,, ,✅,948,high,✅,✅,✅,102,DevDays Netherlands 2008,Getting Your SharePoint Code Deployed,Jan Tielens
0949,,,, ,✅,949,high,✅,✅,✅,102,DevDays Netherlands 2008,Microsoft Business Inteligence 2008 Update,Marcel Westra
0950,,,, ,✅,950,high,✅,✅,✅,102,DevDays Netherlands 2008,Introduction to F#,Thomas Huijer
0951,,,, ,✅,951,high,✅,✅,✅,102,DevDays Netherlands 2008,Make Your SharePoint Shine with Silverlight,"Reinhard Brongers, Donald Hessing"
0952,,,, ,✅,952,high,✅,✅,✅,102,DevDays Netherlands 2008,Developing Document-centric Solutions using Open XML and VSTO V3,Wouter van Vugt
0953,,,, ,✅,953,high,✅,✅,✅,102,DevDays Netherlands 2008,Team Development with Visual Studio Team System 2008,Francois de Laigue
0954,,,, ,✅,954,high,✅,✅,✅,102,DevDays Netherlands 2008,Software Kwaliteit Verhogen door Beter te Testen met VSTS,Pieter de Bruin
0955,,,, ,✅,955,high, ,✅,✅,102,DevDays Netherlands 2008,The Future of Application Lifecycle Management from Microsoft,Francois de Laigue
0956,,,, ,✅,956,high,✅,✅,✅,102,DevDays Netherlands 2008,How to Use Open XML to Represent Business Data,Wouter van Vugt
0957,,,, ,✅,957,low,✅,✅,✅,102,DevDays Netherlands 2008,SQL 2008 and Spatial Data,Paul van Wingerden
0958,,,, ,✅,958,high,✅,✅,✅,102,DevDays Netherlands 2008,LINQ Inside Out,Krishnan Subramanian
0959,,,, ,✅,959,high,✅,✅,✅,102,DevDays Netherlands 2008,"Visual Studio Team System Code Name ""Rosario""",Marcel de Vries
0960,,,, ,✅,960,high,✅,✅,✅,102,DevDays Netherlands 2008,Building WPF Applications with Dynamics CRM 4.0,Martijn Bronkhorst
0961,,,, , ,961,high,✅,✅, ,107,MIX Essentials 2008 Netherlands,Getting Clued into Experience Management,Lou Carbone
0962,,,, , ,962,high,✅,✅,✅,107,MIX Essentials 2008 Netherlands,The Business of Microsoft Silverlight,Martin Tirion
0963,,,, , ,963,high,✅,✅,✅,107,MIX Essentials 2008 Netherlands,Digital Creativity Advertising and Video,David Pugh-Jones
0964,,,, , ,964,high,✅,✅,✅,107,MIX Essentials 2008 Netherlands,Panel Discussion: The Designer-Developer Workflow,Hans Frederiks
0965,,,, ,✅,965,high,✅,✅,✅,107,MIX Essentials 2008 Netherlands,Predicting the Past: A Design Vision for Microsoft Surface,August de los Reyes
0966,,,, , ,966,high,, , ,105,Geek Night Netherlands 2008,Because We Can!,André Kamman
0967,,,, ,✅,967,high,,✅,✅,105,Geek Night Netherlands 2008,De Code Draait Door,Remi Caron
0968,,,, , ,968,high,, , ,105,Geek Night Netherlands 2008,IT Boxing,Hassan El Fadili
0969,,,, ,✅,969,high,✅,✅,✅,106,Academic Day,ASP.NET MVC Framework,Alex Thissen
0970,,,, , ,970,high,✅,✅,✅,106,Academic Day,Game Development with XNA Game Studio 2.0,Rob Miles
0971,,,, ,✅,971,high,✅,✅,✅,106,Academic Day,Flight Simulator Secrets Exposed: The Microsoft ESP Visual Simulation Platform,Arno Gerretsen
0972,,,, , ,972,high,✅,✅,✅,106,Academic Day,The Magic of Game Development,Mark Overmars
0973,,,, , ,973,high,✅,✅, ,106,Academic Day,XNA Games in Academia,Remco Huijser
0974,,,,,,974,,,,,,,,
0975,,,,,,975,,,,,,,,
0976,,,,,,976,,,,,,,,
0977,,,,,,977,,,,,,,,
0978,,,,,,978,,,,,,,,
0979,,,,,,979,,,,,,,,
0980,,,,,,980,,,,,,,,
0981,,,,,,981,,,,,,,,
0982,0126,0982_w.asf,,,,982,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Introduction to Microsoft SQL Server Data Services,Soumitra Sengupta
0983,0126,0983_w.asf,,,,983,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,How Microsoft SQL Server Helps You to Lower Your Cost of Storage,Torsten Grabs
0984,0126,0984_w.asf,,,,984,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Advanced Microsoft SQL Server PowerShell Tips and Tricks,Dan Jones
0985,0126,0985_w.asf,,,,985,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Introduction to Microsoft Dynamics CRM,Susan Sauls
0986,0126,0986_w.asf,,,,986,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Deploying Microsoft Dynamics CRM,Ryan Casey
0987,0126,0987_w.asf,,,,987,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Technical Introduction to Microsoft System Center Data Protection Manager 2007,Jason Buffington
0988,0126,0988_w.asf,,,,988,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Microsoft System Center Service Manager,"Paul Ross,Travis Wright"
0989,0126,0989_w.asf,,,,989,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,A Hackers Diary: How I Can Hack Your Vulnerable Services and How You Can Stop Me,Marcus Murray
0990,0126,0990a_w.asf,,,,990,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,The Spy Who Hacked Me!,"Alex Smolen, Rudolph Araujo"
0991,0126,0991_w.asf,,,,991,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Virtualization and Security: What Does It Mean for Me?,Steve Riley
0992,0126,0992_w.asf,,,,992,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,"Introduction to Microsoft Forefront Code Name ""Stirling""",Brad Wright
0993,0126,0993_w.asf,,,,993,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Windows Security Boundaries,Mark Russinovich
0994,0126,0994_w.asf,,,,994,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,How to Build Your Next Generation IT Infrastructure Using Windows Server 2008,Corey Hynes
0995,0126,0995_w.asf,,,,995,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Windows Logins Revealed,Mark Minasi
0996,0126,0996_w.asf,,,,996,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,"Windows, PowerShell, and Windows Management Instrumentation: Unveiling Microsoft's Best Kept Secret",Ben Pearce
0997,0126,0997a_w.asf,,,,997,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Microsoft System Center Virtual Machine Manager 2008: Overview,Edwin Yuen
0998,0126,0998_w.asf,,,,998,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Windows Server 2008 Hyper-V: Scripting and Programmatic Management for Fun and Profit (VBS and PowerShell),"Alexander Lash, John Kelbley"
0999,0126,0999_w.asf,,,,999,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,Deploying Windows Server 2008 Hyper-V and Microsoft System Center Virtual Machine Manager: Best Practices,"Allen Stewart, Edwin Yuen"
1000,0126,1000_w.asf,,,,1000,high,✅,✅,✅,104,TechEd North America 2008 - IT Professionals,"Windows Server 2008 Hyper-V Architecture, Scenarios, and Networking","Jeff Woolsey, Mike Sterling"
